SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
TIBOLONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;LIBIAM;2,5 MG COM CT BL AL PLAS TRANS X 84;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Similar;Regulado;156,69;156,69;178,06;188,78;188,78;189,93;189,93;191,09;191,09;195,86;216,61;246,16;260,98;260,98;262,57;262,57;264,17;264,17;270,76;Não;Não;Não;Não;;Positiva;Não;Tarja -(*)
CLORIDRATO DE PAROXETINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRILIN;30 MG COM REV CT BL AL/PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;115,82;115,82;131,61;139,54;139,54;140,39;140,39;141,24;141,24;144,78;160,11;181,94;192,91;192,91;194,08;194,08;195,26;195,26;200,15;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE PAROXETINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRILIN;20 MG COM REV CT BL AL/PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;105,18;105,18;119,52;126,72;126,72;127,49;127,49;128,27;128,27;131,48;145,41;165,23;175,18;175,18;176,25;176,25;177,33;177,33;181,76;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"HIDROCLOROTIAZIDA;RAMIPRIL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NAPRIX D;5 MG + 25 MG COM CT BL AL PLAS INC X 30;C9B1 - INIBIDORES DA ECA ASSOCIADOS A ANTI-HIPERTERSIVOS (C2) E/OU DIURÉTICOS (C3);Similar;Regulado;36,6;36,6;41,59;44,1;44,1;44,36;44,36;44,63;44,63;45,75;50,6;57,5;60,97;60,97;61,33;61,33;61,7;61,7;63,25;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"RAMIPRIL;BESILATO DE ANLODIPINO";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NAPRIX A;2,5 MG + 5 MG CAP GEL DURA CT FR PLAS X 30;C9B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);Novo;Regulado;37,46;37,46;42,57;45,13;45,13;45,41;45,41;45,68;45,68;46,83;51,79;58,85;62,39;62,39;62,78;62,78;63,15;63,15;64,74;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"RAMIPRIL;BESILATO DE ANLODIPINO";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NAPRIX A;5 MG + 5 MG CAP GEL DURA CT FR PLAS X 30;C9B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);Novo;Regulado;37,46;37,46;42,57;45,13;45,13;45,41;45,41;45,68;45,68;46,83;51,79;58,85;62,39;62,39;62,78;62,78;63,15;63,15;64,74;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"RAMIPRIL;BESILATO DE ANLODIPINO";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NAPRIX A;10 MG + 5 MG CAP GEL DURA CT FR PLAS X 30;C9B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);Novo;Regulado;37,46;37,46;42,57;45,13;45,13;45,41;45,41;45,68;45,68;46,83;51,79;58,85;62,39;62,39;62,78;62,78;63,15;63,15;64,74;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"RAMIPRIL;BESILATO DE ANLODIPINO";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NAPRIX A;10 MG + 10 MG CAP GEL DURA CT FR PLAS X 30;C9B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8);Novo;Regulado;37,46;37,46;42,57;45,13;45,13;45,41;45,41;45,68;45,68;46,83;51,79;58,85;62,39;62,39;62,78;62,78;63,15;63,15;64,74;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"DESOGESTREL;ETINILESTRADIOL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;MINIAN;0,150 MG + 0,02 MG COM CT BL AL PLAS INC CALEND X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;21,75;21,75;24,72;26,2;26,2;26,36;26,36;26,52;26,52;27,19;30,07;34,17;36,22;36,22;36,44;36,44;36,66;36,66;37,59;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"DESOGESTREL;ETINILESTRADIOL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;MINIAN;0,150 MG + 0,02 MG COM CT BL AL PLAS INC CALEND X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;58,03;58,03;65,94;69,92;69,92;70,34;70,34;70,77;70,77;72,54;80,22;91,16;96,66;96,66;97,24;97,24;97,84;97,84;100,28;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;50 MG COM CT BL AL PLAS TRANS X 30;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;18,33;18,33;20,83;22,08;22,08;22,22;22,22;22,35;22,35;22,91;25,34;28,8;30,52;30,52;30,72;30,72;30,9;30,9;31,67;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;50 MG COM CT BL AL PLAS TRANS X 60;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;22,03;22,03;25,03;26,54;26,54;26,7;26,7;26,87;26,87;27,54;30,46;34,6;36,69;36,69;36,91;36,91;37,15;37,15;38,07;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 15;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;18,09;18,09;20,56;21,8;21,8;21,93;21,93;22,06;22,06;22,61;25,01;28,42;30,14;30,14;30,32;30,32;30,5;30,5;31,26;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 30;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;36,17;36,17;41,1;43,58;43,58;43,84;43,84;44,11;44,11;45,21;50;56,82;60,25;60,25;60,61;60,61;60,98;60,98;62,5;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 60;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;44,22;44,22;50,25;53,28;53,28;53,6;53,6;53,93;53,93;55,28;61,13;69,47;73,66;73,66;74,1;74,1;74,56;74,56;76,42;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;50 MG COM CT BL AL PLAS TRANS X 120;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;58,68;58,68;66,68;70,7;70,7;71,13;71,13;71,56;71,56;73,35;81,12;92,18;97,74;97,74;98,33;98,33;98,93;98,93;101,4;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CILOSTAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 120;B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO;Novo;Regulado;125,95;125,95;143,13;151,75;151,75;152,67;152,67;153,6;153,6;157,44;174,12;197,87;209,79;209,79;211,06;211,06;212,34;212,34;217,65;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"GESTODENO;ETINILESTRADIOL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;SIBLIMA;0,015 MG + 0,060 MG COM REV CT BL AL PLAS TRANS CALEND X 24 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;21,76;21,76;24,73;26,22;26,22;26,38;26,38;26,54;26,54;27,2;30,08;34,19;36,25;36,25;36,47;36,47;36,69;36,69;37,6;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"GESTODENO;ETINILESTRADIOL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;SIBLIMA;0,015 MG + 0,060 MG COM REV CT BL AL PLAS TRANS CALEND X 72;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;58,07;58,07;65,99;69,96;69,96;70,39;70,39;70,82;70,82;72,59;80,28;91,23;96,72;96,72;97,31;97,31;97,9;97,9;100,35;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
ESTRADIOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NATIFA;1 MG COM REV CT BL AL PLAS TRANS CALEND X 28;G3C - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;Similar;Regulado;35,54;35,54;40,39;42,82;42,82;43,08;43,08;43,34;43,34;44,43;49,13;55,84;59,2;59,2;59,56;59,56;59,92;59,92;61,42;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PROPIONATO DE FLUTICASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;PLURAIR;50 MCG/DOSE SUS TOP CT FR SPR PLAS OPC X 60 DOSES;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;25,12;25,12;28,55;30,27;30,27;30,45;30,45;30,63;30,63;31,4;34,73;39,47;41,85;41,85;42,1;42,1;42,34;42,34;43,41;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PROPIONATO DE FLUTICASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;PLURAIR;50 MCG/DOSE SUS TOP CT FR SPR PLAS OPC X 120 DOSES;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;39,61;39,61;45,01;47,72;47,72;48,01;48,01;48,3;48,3;49,51;54,76;62,22;65,97;65,97;66,37;66,37;66,77;66,77;68,44;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"ESTRADIOL HEMI-HIDRATADO;ACETATO DE NORETISTERONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;NATIFA PRO;1 MG + 0,5 MG COM REV CT BL AL PLAS TRANS CALEND X 28;G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;Similar;Regulado;46,38;46,38;52,7;55,88;55,88;56,22;56,22;56,56;56,56;57,98;64,12;72,85;77,25;77,25;77,72;77,72;78,19;78,19;80,15;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CITALOPRAM;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;PROCIMAX;20 MG COM  REV CT BL AL PLAS TRANS X 7;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;21,97;21,97;24,97;26,47;26,47;26,63;26,63;26,79;26,79;27,46;30,37;34,52;36,59;36,59;36,81;36,81;37,04;37,04;37,96;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CITALOPRAM;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;PROCIMAX;20 MG COM REV CT BL AL PLAS TRANS X 28 CALEND;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;47,15;47,15;53,58;56,81;56,81;57,15;57,15;57,5;57,5;58,94;65,18;74,07;78,54;78,54;79,01;79,01;79,49;79,49;81,48;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CITALOPRAM;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;PROCIMAX;40 MG COM REV CT BL AL PLAS TRANS X 28 CALEND;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;90,41;90,41;102,74;108,93;108,93;109,59;109,59;110,26;110,26;113,01;124,99;142,03;150,59;150,59;151,5;151,5;152,43;152,43;156,23;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE BUPROPIONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ZETRON;150 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;Regulado;87,18;87,18;99,07;105,04;105,04;105,67;105,67;106,32;106,32;108,98;120,52;136,96;145,21;145,21;146,08;146,08;146,98;146,98;150,66;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE BUPROPIONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ZETRON;150 MG COM REV LIB PROL CT FR PLAS  PEAD OPC X 10;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;Regulado;32,77;32,77;37,24;39,48;39,48;39,72;39,72;39,96;39,96;40,96;45,3;51,48;54,58;54,58;54,91;54,91;55,24;55,24;56,62;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE BUPROPIONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ZETRON;150 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;Regulado;98,33;98,33;111,74;118,47;118,47;119,19;119,19;119,91;119,91;122,91;135,94;154,47;163,78;163,78;164,77;164,77;165,77;165,77;169,92;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE BUPROPIONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ZETRON;150 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 60;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;Regulado;196,66;196,66;223,48;236,94;236,94;238,38;238,38;239,83;239,83;245,83;271,87;308,95;327,56;327,56;329,55;329,55;331,55;331,55;339,85;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE BUPROPIONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ZETRON;300 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 30;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;Regulado;249,13;249,13;283,1;300,16;300,16;301,98;301,98;303,82;303,82;311,41;344,41;391,37;414,95;414,95;417,47;417,47;420,01;420,01;430,51;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE BUPROPIONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ZETRON;300 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 60;N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS;Similar;Regulado;498,27;498,27;566,22;600,33;600,33;603,96;603,96;607,65;607,65;622,84;688,83;782,77;829,92;829,92;834,94;834,94;840,04;840,04;861,04;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
FUROATO DE MOMETASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;TOPISON;1 MG/G CREM DERM CT BG PLAS OPC X 20 G;D7A - CORTICOESTERÓIDES TÓPICOS PUROS;Similar;Regulado;39,71;39,71;45,13;47,84;47,84;48,13;48,13;48,43;48,43;49,64;54,9;62,39;66,14;66,14;66,54;66,54;66,95;66,95;68,62;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FUROATO DE MOMETASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;TOPISON;1 MG/G POM DERM CT BG PLAS OPC X 20 G;D7A - CORTICOESTERÓIDES TÓPICOS PUROS;Similar;Regulado;39,71;39,71;45,13;47,84;47,84;48,13;48,13;48,43;48,43;49,64;54,9;62,39;66,14;66,14;66,54;66,54;66,95;66,95;68,62;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FUROATO DE MOMETASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;TOPISON;1 MG/G CREM DERM CT BG AL REV X 20 G;D7A - CORTICOESTERÓIDES TÓPICOS PUROS;Similar;Regulado;39,71;39,71;45,13;47,84;47,84;48,13;48,13;48,43;48,43;49,64;54,9;62,39;66,14;66,14;66,54;66,54;66,95;66,95;68,62;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FUROATO DE MOMETASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;TOPISON;1 MG/G POM DERM CT BG AL REV X 20 G;D7A - CORTICOESTERÓIDES TÓPICOS PUROS;Similar;Regulado;39,71;39,71;45,13;47,84;47,84;48,13;48,13;48,43;48,43;49,64;54,9;62,39;66,14;66,14;66,54;66,54;66,95;66,95;68,62;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FUROATO DE MOMETASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;TOPISON;1 MG/G CREM DERM CT BG AL REV X 10 G;D7A - CORTICOESTERÓIDES TÓPICOS PUROS;Similar;Regulado;19,83;19,83;22,53;23,89;23,89;24,04;24,04;24,18;24,18;24,79;27,41;31,15;33,03;33,03;33,23;33,23;33,43;33,43;34,27;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FUROATO DE MOMETASONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;TOPISON;1 MG/G CREM DERM CT FR APLIC PLAS PET OPC;D7A - CORTICOESTERÓIDES TÓPICOS PUROS;Similar;Regulado;277,9;277,9;315,8;334,82;334,82;336,85;336,85;338,9;338,9;347,38;384,18;436,57;462,87;462,87;465,68;465,68;468,51;468,51;480,23;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FA VD TRANS X 5 ML  ;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;753,4;753,4;856,14;907,71;907,71;913,21;913,21;918,78;918,78;941,75;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FR VD TRANS X 16,7 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;2371,52;2371,52;2694,91;2857,25;2857,25;2874,57;2874,57;2892,1;2892,1;2964,4;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FA VD TRANS X 25 ML   ;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;3469,86;3469,86;3943,02;4180,55;4180,55;4205,89;4205,89;4231,54;4231,54;4337,33;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FA VD AMB X 5 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;753,41;753,41;856,15;907,72;907,72;913,22;913,22;918,79;918,79;941,76;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FA VD AMB X 16,7 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;2371,52;2371,52;2694,91;2857,25;2857,25;2874,57;2874,57;2892,1;2892,1;2964,4;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FA VD AMB X 25 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;3469,86;3469,86;3943,02;4180,55;4180,55;4205,89;4205,89;4231,54;4231,54;4337,33;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PACLITAXEL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;ONTAX;6 MG/ML SOL INJ IV CT FA VD AMB X 50 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;7191,37;7191,37;;;;;;;;;;;;;;;;;;Sim;Não;Não;Sim;;Positiva;Sim;Tarja Vermelha(*)
ÁCIDO NICOTÍNICO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;METRI;500 MG COM REV LIB PROL CT FR PLAS X 30 ;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Específico;Regulado;40,67;40,67;46,22;49;49;49,3;49,3;49,6;49,6;50,84;56,22;63,9;67,74;67,74;68,15;68,15;68,57;68,57;70,28;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
ÁCIDO NICOTÍNICO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;METRI;750 MG COM REV LIB PROL CT FR PLAS X 30 ;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Específico;Regulado;47,51;47,51;53,99;57,24;57,24;57,59;57,59;57,94;57,94;59,39;65,68;74,64;79,13;79,13;79,61;79,61;80,1;80,1;82,1;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ÁCIDO NICOTÍNICO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;METRI;1000 MG COM REV LIB PROL CT FR PLAS X 30 ;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Específico;Regulado;54,33;54,33;61,74;65,46;65,46;65,85;65,85;66,26;66,26;67,91;75,11;85,35;90,49;90,49;91,03;91,03;91,6;91,6;93,88;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DOCETAXOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;DOCELIBBS;40 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 0,5 ML + DIL FA VD TRANS X 1,5 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;1163,74;1163,74;1322,43;1402,1;1402,1;1410,59;1410,59;1419,19;1419,19;1454,68;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
DOCETAXOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;5,24E+14;1E+12;7,9E+12;    -     ;    -     ;DOCELIBBS;40 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 2 ML + DIL FA VD TRANS X 6 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Similar;Regulado;4184,32;4184,32;4754,91;5041,35;5041,35;5071,9;5071,9;5102,83;5102,83;5230,4;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
